listing_id,host_id,host_since,name,neighbourhood,district,property_type,room_type,bedrooms,price,number_of_reviews,review_scores_rating
53963851,432321133,2021-11-17,One bedroom appartement with city view and wifi at Madrid,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,285.0,0,
53963869,432321965,2021-11-17,One bedroom appartement with wifi at Madrid,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,350.0,0,
53969604,437184214,2021-12-23,Modern in downtown - 1Bedroom 1Bathroom - Chueca,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,124.0,40,4.73
53975899,436233107,2021-12-16,SmartRentalChueca II Apartamento 1 Dormitorio Básico,Justicia,Centro,Entire serviced apartment,Entire home/apt,1.0,141.0,0,
53976264,436233107,2021-12-16,SmartRental Chueca II Apartamento 2 Dormitorios,Justicia,Centro,Entire serviced apartment,Entire home/apt,2.0,175.0,2,3.0
53986670,436008598,2021-12-14,Su ¨Hogar lejos del hogar ¨,Justicia,Centro,Private room in hostel,Private room,1.0,250.0,3,4.33
53990781,437399254,2021-12-25,Acogedor apartamento en el centro de Madrid,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,108.0,17,4.82
54159005,83965102,2016-07-15,HABITACIÓN GIGANTE EN PLENO CENTRO!,Justicia,Centro,Private room in rental unit,Private room,1.0,55.0,26,4.65
54160348,83965102,2016-07-15,HABITACION INDIVIDUAL GIGANTE EN EL CENTRO,Justicia,Centro,Private room in rental unit,Private room,1.0,35.0,37,4.78
53627000,434266904,2021-12-01,Acogedor Loft en el Centro de Madrid,Justicia,Centro,Entire loft,Entire home/apt,1.0,63.0,59,4.32
53627592,50262565,2015-12-01,APARTAMENTO EN JUSTICIA ♥️,Justicia,Centro,Entire rental unit,Entire home/apt,4.0,274.0,63,4.52
54203071,50262565,2015-12-01,Gran habitación privada 4 pax,Justicia,Centro,Private room in rental unit,Private room,1.0,79.0,32,4.69
54037563,389829910,2021-02-23,Piso apartamento en el corazón ♥️ de Madrid,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,95.0,160,4.79
54238463,346367515,2020-05-15,BETAWI - 3 Bedroom Apartment in Chamberí,Justicia,Centro,Entire rental unit,Entire home/apt,3.0,162.0,0,
54238908,346367515,2020-05-15,CELEBES - Three bedroom apartment with balcony in Malasaña,Justicia,Centro,Entire rental unit,Entire home/apt,3.0,156.0,0,
54239337,50262565,2015-12-01,HABITACIÓN DOBLE ❤️,Justicia,Centro,Private room in rental unit,Private room,1.0,56.0,37,4.7
54239808,50262565,2015-12-01,AMAZING ROOM CHUECA ❤️,Justicia,Centro,Private room in rental unit,Private room,1.0,63.0,40,4.7
54241504,50262565,2015-12-01,AMAZING ROOM 2 BALCONES ❤️,Justicia,Centro,Private room in rental unit,Private room,1.0,61.0,45,4.42
54241575,50262565,2015-12-01,AMAZING ROOM JUSTICIA ❤️,Justicia,Centro,Private room in rental unit,Private room,1.0,63.0,42,4.69
53661767,26911451,2015-01-29,Estudio en el emblemático Centro Colón,Justicia,Centro,Entire serviced apartment,Entire home/apt,1.0,100.0,16,4.5
538943822481716721,107335103,2016-12-15,Design loft in Chueca I4izq,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,96.0,71,4.41
54400494,12260176,2014-02-15,"Design Flat in the trendy ""barrio"" of Chueca",Justicia,Centro,Entire rental unit,Entire home/apt,1.0,140.0,21,4.71
540338223266569637,10669973,2013-12-17,Piso de diseño en el centro de Madrid,Justicia,Centro,Entire condo,Entire home/apt,2.0,200.0,0,
542696394805692230,437190421,2021-12-23,Coqueto piso de 2 dormitorios y 2 baños,Justicia,Centro,Entire rental unit,Entire home/apt,2.0,300.0,0,
54407428,231774867,2018-12-21,Modern apartment in the center of Madrid,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,127.0,33,4.45
547788172969057370,392979618,2021-03-17,Cozy Studio in the heart of Madrid,Justicia,Centro,Entire condo,Entire home/apt,,57.0,7,3.14
547801986029074370,392979618,2021-03-17,Modern studio at Madrid City Center,Justicia,Centro,Entire condo,Entire home/apt,1.0,63.0,6,4.67
557016699496721706,443973012,2022-02-07,BONITO APARTAMENTO EN CHUECA,Justicia,Centro,Entire rental unit,Entire home/apt,2.0,133.0,14,4.64
552568002853176329,118033840,2017-02-25,Luminoso y amplio apartamento listo para disfrutar,Justicia,Centro,Entire rental unit,Entire home/apt,2.0,140.0,5,4.8
557065396670830379,437652982,2021-12-27,Cozy studio - 1Bedroom 1Bathroom - Chueca,Justicia,Centro,Entire rental unit,Entire home/apt,,104.0,15,4.27
558545068634270664,291253690,2019-09-03,Enjoy a cosy studio in Malasaña BAR,Justicia,Centro,Entire rental unit,Entire home/apt,,68.0,25,4.56
554928711636217978,374978919,2020-11-09,Estudio Doble con Balcon en Madrid Centro (Chueca),Justicia,Centro,Entire rental unit,Entire home/apt,1.0,120.0,87,4.62
559442517885203718,444502484,2022-02-10,Beautiful flat in Chueca / Alonso Martínez,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,141.0,16,4.88
557989001526336640,427520824,2021-10-15,CONFORT JUNTO A GRANVÍA,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,63.0,11,4.91
564205418491290367,437652982,2021-12-27,Modern apartment - 1Bedroom 1Bathroom - Chueca,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,106.0,12,4.67
564901128219608659,444288032,2022-02-09,apt with beautiful inner courtyard in the center of Madrid by Sharing Co.,Justicia,Centro,Entire rental unit,Entire home/apt,2.0,112.0,13,4.62
564910452781274210,429521299,2021-10-29,Precioso apartamento en Chueca/Madrid,Justicia,Centro,Entire rental unit,Entire home/apt,5.0,255.0,4,3.25
564929804042819261,83218276,2016-07-12,estudio Lorenzo acogedor,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,104.0,35,4.43
564969156770916842,83218276,2016-07-12,Estudio augusto acogedor,Justicia,Centro,Entire rental unit,Entire home/apt,,86.0,29,4.28
569618594901581354,331982718,2020-01-30,Acogedor estudio en Gran Vía para larga estancia,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,50.0,2,5.0
566658844827050631,446020089,2022-02-20,"Habitación centrica,baño privado,cocina,wifi,masaj",Justicia,Centro,Private room in home,Private room,1.0,72.0,46,4.57
567264169434780485,431124003,2021-11-09,BNBHolder The Elegance CHUECA,Justicia,Centro,Entire rental unit,Entire home/apt,2.0,241.0,15,4.0
567808670514130587,117297770,2017-02-20,Maravilloso estudio en el barrio de chueca,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,77.0,23,4.35
578002004078712825,447024941,2022-02-27,Cozy attic studio with Madrid views in CHUECA,Justicia,Centro,Entire rental unit,Entire home/apt,,112.0,33,4.79
568474602423782034,196395456,2018-06-18,Comfort & Style in Chueca,Justicia,Centro,Entire rental unit,Entire home/apt,2.0,124.0,22,4.32
578155117883237300,448586848,2022-03-08,Madrid Centro-Gran Vía Downtown M (SON1),Justicia,Centro,Entire rental unit,Entire home/apt,3.0,285.0,27,4.19
578338474101878806,427520824,2021-10-15,DELICADO Y CÓMODO JUNTO A GRAN VÍA.,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,93.0,13,5.0
578754404600498589,447578427,2022-03-02,Habitación en chueca/gran via,Justicia,Centro,Private room in rental unit,Private room,1.0,39.0,15,4.73
578762002792022872,447578427,2022-03-02,"Habitación en Chueca, Gran Via",Justicia,Centro,Private room in rental unit,Private room,1.0,39.0,16,5.0
579585124898484515,410995300,2021-07-05,Habitación confortable en GRAN VÍA,Justicia,Centro,Private room in casa particular,Private room,1.0,57.0,25,4.64
581630936013721805,314619429,2019-12-05,1 bedroom 1 bathroom furnished - Gran Via downtown,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,100.0,37,4.38
573862171549590888,447578427,2022-03-02,"Habitación en centro de Madrid  Chueca, Gran Via",Justicia,Centro,Private room in rental unit,Private room,1.0,41.0,19,4.79
583207611871950773,440158247,2022-01-12,Lovely apartment 100m away from Calle Hortaleza,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,126.0,46,4.78
584750045142398147,6903368,2013-06-13,Apartamento con vistas y mucha luz natural,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,225.0,15,4.53
593349478121547689,402744426,2021-05-21,Luxury Apartament Top Location - Centro Colon 1317,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,185.0,1,5.0
598237153308408756,452817133,2022-04-05,Complete modern apartment cool neighborhood Madrid,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,146.0,6,5.0
600345964808721373,117297770,2017-02-20,Estupenda habitación en el barrio de chueca HAB-B,Justicia,Centro,Private room in rental unit,Private room,1.0,70.0,17,4.18
598398634191138844,346367515,2020-05-15,SKOURA - 3 bedroom duplex apartment with terrace in Almagro,Justicia,Centro,Entire rental unit,Entire home/apt,3.0,165.0,0,
600502267658651979,434266904,2021-12-01,Lovely Apartment in Chueca,Justicia,Centro,Entire condo,Entire home/apt,1.0,81.0,64,4.56
600677531495561607,453351997,2022-04-08,Lovely Studio in Central Madrid,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,91.0,55,4.45
594583358343296376,291253690,2019-09-03,Beautiful studio - flat near Gran Vía GRAV,Justicia,Centro,Entire rental unit,Entire home/apt,,104.0,5,4.2
599622070005255338,11977337,2014-02-05,"Gran y elegante Dúplex Gran Vía/Chueca, Madrid",Justicia,Centro,Entire rental unit,Entire home/apt,2.0,251.0,23,4.96
602559461019143743,164453085,2017-12-27,Refurbished with style - Studio - CHUECA,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,90.0,35,4.6
602591336891430810,164453085,2017-12-27,Refurbished and modern- Studio - CHUECA,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,99.0,47,4.83
600018167645895540,18717127,2014-07-23,Accessible and Modern- 1 Bedroom 1 Bath- Justice,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,98.0,31,4.35
595418596022087633,440158247,2022-01-12,"Modern apartment in Chueca, city center",Justicia,Centro,Entire rental unit,Entire home/apt,2.0,184.0,44,4.89
604287055879340149,63879430,2016-03-21,Upmarket & Elegant 2 bed/2 bath in Central Madrid,Justicia,Centro,Entire condo,Entire home/apt,2.0,162.0,22,5.0
608586314416422970,261404740,2019-05-12,"Apartament Deluxe, Madrid Center, Parking gratis",Justicia,Centro,Entire condo,Entire home/apt,4.0,197.0,11,4.73
614271971706457452,12293440,2014-02-16,Amazing rooftop two bedroom apartment central,Justicia,Centro,Entire serviced apartment,Entire home/apt,2.0,319.0,6,4.5
614341664546224191,3876364,2012-10-15,Lovely 2-bedroom unit in the heart of Madrid,Justicia,Centro,Entire rental unit,Entire home/apt,2.0,395.0,0,
614841965203889112,37918137,2015-07-08,GRAN VÍA/CHUECA Bonito estudio para 4 WIFI,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,92.0,14,4.71
617144710030026339,112373304,2017-01-20,Chueca Jacuzzi by Madflats Collection,Justicia,Centro,Entire rental unit,Entire home/apt,3.0,600.0,37,4.78
617833647972749883,165819824,2018-01-04,Beautiful design flat with sunny balcony,Justicia,Centro,Private room in rental unit,Private room,2.0,190.0,0,
617975074869716372,193946225,2018-06-06,"Madrid centro,Tribunal/Chueca, habitación privada",Justicia,Centro,Private room in home,Private room,1.0,50.0,17,4.82
628694978185262768,436487998,2021-12-18,¡HABITACIÓN PRIVADA CON BALCÓN EN PLENO CENTRO!,Justicia,Centro,Private room in rental unit,Private room,1.0,50.0,37,4.73
619214572443130044,457391751,2022-05-04,EXCLUSIVO HOSTAL BOUTIQUE EN EL CENTRO DE MADRID,Justicia,Centro,Room in boutique hotel,Private room,6.0,150.0,1,2.0
628761969481792945,436487998,2021-12-18,¡HABITACIÓN CON BALCÓN EN PLENO CENTRO DE MADRID!,Justicia,Centro,Private room in rental unit,Private room,1.0,49.0,35,4.34
628771120522872863,436487998,2021-12-18,¡HABITACIÓN CON BALCÓN EN PLENO CENTRO DE MADRID!,Justicia,Centro,Private room in rental unit,Private room,1.0,46.0,33,4.48
628781779327615400,436487998,2021-12-18,PRECIOSA HABITACION CON BAÑO INDEPENDIENTE CHUECA,Justicia,Centro,Private room in rental unit,Private room,1.0,47.0,43,4.58
625157983399069677,325540127,2020-01-08,VILLANUEVA - FUENCARRAL,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,119.0,1,4.0
620425275886306533,43608854,2015-09-07,APTO. 6 PAX CHUECA,Justicia,Centro,Entire condo,Entire home/apt,2.0,163.0,0,
631052773969575087,94649493,2016-09-11,Acogedor piso en el centro de Madrid,Justicia,Centro,Entire rental unit,Entire home/apt,2.0,110.0,1,5.0
636170763825141709,460749776,2022-05-24,Apartamento Chueca M (SBE3A),Justicia,Centro,Entire rental unit,Entire home/apt,1.0,285.0,4,5.0
633042338691821588,346367515,2020-05-15,LUNDA - 2 bedroom apartment in Malasaña,Justicia,Centro,Entire rental unit,Entire home/apt,2.0,146.0,0,
637304814199031660,429521299,2021-10-29,Preciosa habitación en pleno centro de Madrid,Justicia,Centro,Private room in casa particular,Private room,1.0,75.0,4,4.75
633114841489683133,436487998,2021-12-18,¡HABITACIÓN DOBLE CON BALCÓN EN PLENO CENTRO!,Justicia,Centro,Private room in rental unit,Private room,1.0,29.0,40,4.3
633118014749919582,436487998,2021-12-18,¡HABITACIÓN DOBLE EN EL CENTRO DE CHUECA!,Justicia,Centro,Private room in rental unit,Private room,1.0,33.0,42,4.76
633122446372856371,436487998,2021-12-18,¡HABITACIÓN DOBLE EN PLENO CENTRO DE CHUECA!,Justicia,Centro,Private room in rental unit,Private room,1.0,37.0,34,4.71
633354662804937909,120066393,2017-03-10,LUXURY APARTMENT  NEXT TO THYSSEN MUSEUM,Justicia,Centro,Entire rental unit,Entire home/apt,,86.0,46,4.89
634009665791242986,460740221,2022-05-24,Atico exclusivo loft exterior en  Plaza Chueca,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,109.0,23,4.96
634101468654519254,27532133,2015-02-10,WHITE LOFT CHUECA,Justicia,Centro,Entire loft,Entire home/apt,1.0,82.0,18,4.78
634455662628356098,346367515,2020-05-15,SUNDI - 2 bedroom apartment in Justicia,Justicia,Centro,Entire rental unit,Entire home/apt,2.0,142.0,0,
638737462916081292,333346324,2020-02-04,Acogedor y tranquilo apartamento en Chueca,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,74.0,23,4.61
639513534898687532,106591951,2016-12-08,Estiloso apartamento en Chueca,Justicia,Centro,Entire serviced apartment,Entire home/apt,1.0,104.0,12,4.83
643986691324519620,234169324,2019-01-03,Modern and Elegant 3 bed/3 bath flat in Chueca,Justicia,Centro,Entire rental unit,Entire home/apt,3.0,216.0,1,5.0
644611349828463703,455046490,2022-04-19,FUENCARRAL DREAM – EXCLUSIVE I,Justicia,Centro,Entire condo,Entire home/apt,2.0,310.0,1,3.0
640526277350802460,260366323,2019-05-07,HERMOSO PISO EN PLENO CORAZÓN DE CHUECA,Justicia,Centro,Private room in rental unit,Private room,1.0,106.0,1,5.0
640528104972459591,306572445,2019-11-03,Precioso apartamento en el corazón de Chueca,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,106.0,11,4.36
644623710858884297,455046490,2022-04-19,LUJO SUPREMO Y EXCLUSIVIDAD - FUENCARRAL MADRID,Justicia,Centro,Entire condo,Entire home/apt,2.0,310.0,0,
640587627458916358,306572445,2019-11-03,beautiful apartment in Chueca metro,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,106.0,13,4.54
647160747230391167,30416683,2015-04-01,Amazing apartment in Justicia/Chueca,Justicia,Centro,Entire rental unit,Entire home/apt,3.0,575.0,0,
645290714282795981,455046490,2022-04-19,"APARTAMENTO EN CHUECA-RECOLETOS, CON TERRAZA",Justicia,Centro,Entire condo,Entire home/apt,1.0,189.0,0,
649156564721147499,45544283,2015-10-01,"HABITACION BIEN UBICADA, MUY COMODA Y LINDA",Justicia,Centro,Private room in bed and breakfast,Private room,1.0,50.0,25,4.92
650661503548575992,96212327,2016-09-21,Loft espectacular centro de Madrid,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,64.0,86,4.71
650783812930572145,149527823,2017-09-07,Precioso apartamento en Madrid,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,105.0,4,3.5
658612564102956230,6288128,2013-05-08,Encantador apartamento en pleno centro.CHUECA.,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,97.0,31,4.77
659096104151641694,24397260,2014-12-02,Cozy Apartment between Chueca & Malasaña,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,132.0,11,5.0
659405020756490778,429521299,2021-10-29,Habitación doble en el centro de Madrid (Gran Vía),Justicia,Centro,Private room in casa particular,Private room,1.0,58.0,2,3.5
659821196963737929,115174170,2017-02-06,"Private room in the heart of Madrid,",Justicia,Centro,Private room in casa particular,Private room,1.0,166.0,15,4.8
659975704720922121,391810099,2021-03-09,loft reformado en chueca,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,140.0,0,
663648728281550517,90602654,2016-08-18,Preciosa habitación en Chueca,Justicia,Centro,Private room in rental unit,Private room,1.0,54.0,44,4.95
660823776840778513,411004237,2021-07-05,Cama Hab compartida PRIMERA 6 pers,Justicia,Centro,Shared room in hostel,Shared room,1.0,30.0,6,4.5
663759357612979505,431124003,2021-11-09,BNBHolder The Elegance II CHUECA,Justicia,Centro,Entire rental unit,Entire home/apt,3.0,268.0,7,4.43
664215627649089661,411004237,2021-07-05,Cama Hab Femenina SEGUNDA 4 pers,Justicia,Centro,Shared room in hostel,Shared room,1.0,33.0,5,4.6
664217143355474028,411004237,2021-07-05,Cama Hab compartida TERCERA 6 pers,Justicia,Centro,Shared room in hostel,Shared room,1.0,33.0,7,3.86
664218464797686354,411004237,2021-07-05,Cama Hab compartida CUARTA 4 pers,Justicia,Centro,Shared room in hostel,Shared room,1.0,33.0,1,5.0
664219946866831662,411004237,2021-07-05,Cama Hab Femenina QUINTA 8 pers,Justicia,Centro,Shared room in hostel,Shared room,1.0,30.0,21,4.57
664221207263112053,411004237,2021-07-05,Cama Hab compartida SEXTA 8 pers,Justicia,Centro,Shared room in hostel,Shared room,1.0,31.0,23,4.48
664222582116000358,411004237,2021-07-05,Cama Hab compartida SEPTIMA 8 pers,Justicia,Centro,Shared room in hostel,Shared room,1.0,32.0,6,4.83
654100117206187722,117969877,2017-02-24,Lovely apartment in the heart of madrid-chueca,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,140.0,9,4.44
661342963167421418,463179210,2022-06-08,Apartamento a 2 min de la Plaza de Chueca y G.Vía,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,117.0,13,4.62
661385350022510069,756787,2011-06-29,Preciosa Habitación en Chueca,Justicia,Centro,Private room in rental unit,Private room,1.0,9000.0,0,
654218769027707319,447878515,2022-03-04,Estudio en Chueca Madrid Centro,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,75.0,35,4.54
665631052139656390,468117226,2022-07-07,Alquilo piso por días ó semana,Justicia,Centro,Entire condo,Entire home/apt,1.0,200.0,0,
668055335995580693,468168969,2022-07-07,Ático con terraza en zona  peatonal centro Madrid,Justicia,Centro,Entire rental unit,Entire home/apt,2.0,85.0,5,5.0
670993865757948811,24095765,2014-11-24,Precioso ático duplex con piano,Justicia,Centro,Entire rental unit,Entire home/apt,2.0,190.0,7,4.71
671448733107649062,130720187,2017-05-17,Beautiful 1 bedroom apartment in central Madrid,Justicia,Centro,Entire condo,Entire home/apt,1.0,150.0,10,4.9
671508521705095674,436487998,2021-12-18,¡¡HABITACIÓN DOBLE CON BALCÓN EN PLENO CENTRO!!,Justicia,Centro,Private room in vacation home,Private room,1.0,53.0,25,4.6
669401508548612782,469035350,2022-07-12,NEW! ★ Luxury 5 bedroom flat at Metro Bilbao,Justicia,Centro,Entire rental unit,Entire home/apt,5.0,995.0,1,5.0
669565988833775434,463092196,2022-06-07,Precioso duplex en el corazón de chueca,Justicia,Centro,Entire loft,Entire home/apt,1.0,228.0,11,5.0
669597158536997103,7145793,2013-06-27,Ever House - CHUECA-GRAN VIA,Justicia,Centro,Entire rental unit,Entire home/apt,3.0,320.0,23,4.96
672930894275086939,49930511,2015-11-26,Piso en pleno centro de Madrid,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,69.0,0,
676560072430406690,346367515,2020-05-15,LISALA- 2 Bedroom Apartment in el Trafalgar,Justicia,Centro,Entire rental unit,Entire home/apt,2.0,148.0,1,4.0
680887042864576850,434208714,2021-12-01,"Trafalgar 2BR, in the heart of Madrid",Justicia,Centro,Entire rental unit,Entire home/apt,1.0,95.0,0,
681677773411928301,482724,2011-04-04,Room in amazing Penthouse in the heart of Chueca!,Justicia,Centro,Private room in condo,Private room,1.0,160.0,4,5.0
681734044956299363,17499500,2014-07-01,HOMEABOUT PRADO APARTMENT II,Justicia,Centro,Entire rental unit,Entire home/apt,3.0,159.0,17,3.12
681738660196486512,434208714,2021-12-01,"Trafalgar 2BR, in the heart of Madrid",Justicia,Centro,Entire rental unit,Entire home/apt,1.0,119.0,1,1.0
681738963233748765,434208714,2021-12-01,"Trafalgar 2BR, in the heart of Madrid",Justicia,Centro,Entire rental unit,Entire home/apt,1.0,99.0,0,
681739305701712982,434208714,2021-12-01,"Trafalgar 2BR, in the heart of Madrid",Justicia,Centro,Entire rental unit,Entire home/apt,1.0,110.0,0,
674299585663914736,24328829,2014-11-30,Maravilloso Estudio Luminoso Y Céntrico Chamberi.,Justicia,Centro,Entire condo,Entire home/apt,1.0,99.0,33,4.88
681752439589381350,17499500,2014-07-01,HOMEABOUT MADRID SUITES SAN MATEO,Justicia,Centro,Room in hostel,Hotel room,1.0,100.0,4,4.5
678741468153574592,471423076,2022-07-25,Preciosa habitación en el centro de Madrid,Justicia,Centro,Private room in rental unit,Private room,1.0,47.0,22,4.55
678873241728068286,471467851,2022-07-25,Great apartment in Madrid Center- CHUECA,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,86.0,16,4.63
682989309986002495,82613991,2016-07-09,"*UniT 3 ""City center"" recién reformado NICE WIFI *",Justicia,Centro,Entire rental unit,Entire home/apt,1.0,123.0,23,5.0
674470290755780879,27139687,2015-02-03,1 person cozy bedroom in modern flat Best Location,Justicia,Centro,Private room in rental unit,Private room,1.0,50.0,54,4.87
679780159636702566,471423076,2022-07-25,Precioso apartamento en el centro de Madrid,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,150.0,0,
684457777624920527,471977881,2022-07-28,M034 Apartment in Fuencarral,Justicia,Centro,Entire condo,Entire home/apt,2.0,94.0,0,
685385667518788342,377605855,2020-11-30,Mit House Genova in Madrid,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,139.0,2,4.0
685386666524730319,377605855,2020-11-30,Mit House Gran via Terrace in Madrid,Justicia,Centro,Entire rental unit,Entire home/apt,5.0,153.0,16,4.44
685136472962266675,471977881,2022-07-28,M083 Apartment in Pelayo,Justicia,Centro,Entire condo,Entire home/apt,1.0,63.0,0,
685390800938747698,377605855,2020-11-30,Mit House Chueca Duplex Ii in Madrid,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,91.0,15,4.2
685872087376344578,471977881,2022-07-28,M066 Apartment in Farmacia,Justicia,Centro,Entire condo,Entire home/apt,1.0,71.0,0,
688833720102322908,461633679,2022-05-30,Magnifico apartamento in calle Fuencarral / SOL,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,110.0,14,4.43
688905092667093066,106591951,2016-12-08,Luxurious apartment in Justicia Madrid,Justicia,Centro,Entire rental unit,Entire home/apt,2.0,180.0,0,
686717606096042355,6288128,2013-05-08,Maravilloso apartamento para 3 en el centro.,Justicia,Centro,Entire rental unit,Entire home/apt,2.0,83.0,26,4.46
686740615563724343,6288128,2013-05-08,Esplendido ático CHUECA/GRAN VÍA,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,80.0,26,4.19
697726048912908647,15962195,2014-05-25,Piso céntrico y bien comunicado en Madrid,Justicia,Centro,Private room in rental unit,Private room,1.0,41.0,19,4.79
695618682919157245,414073716,2021-07-20,Hab. peque. en el centro de Madrid.,Justicia,Centro,Private room in rental unit,Private room,1.0,25.0,38,4.79
696163560266202095,307123621,2019-11-05,Habitación Doble con Cama Doble,Justicia,Centro,Private room in hostel,Private room,1.0,100.0,1,1.0
697813618652868368,76383493,2016-06-07,"Private bedroom in the heart of Chueca, Madrid.",Justicia,Centro,Private room in condo,Private room,1.0,57.0,5,5.0
696768577638378369,307123621,2019-11-05,Gran Vía habitación triple,Justicia,Centro,Private room in hostel,Private room,1.0,113.0,2,4.0
696770615436769546,307123621,2019-11-05,Gran Vía cuádruple con balcón,Justicia,Centro,Private room in hostel,Private room,1.0,118.0,1,4.0
696820100139420972,37918137,2015-07-08,CHUECA Bonito estudio exterior para 3 personas,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,99.0,8,3.13
690633433754869054,357968190,2020-07-23,Bright New Apartment with Private Terrace I Chueca,Justicia,Centro,Entire rental unit,Entire home/apt,2.0,193.0,0,
701915609306316316,434208714,2021-12-01,"Amazing Chueca 1BR, in the heart of Madrid",Justicia,Centro,Entire rental unit,Entire home/apt,1.0,128.0,0,
699633981049186828,2263735,2012-05-01,Piso exclusivo en el centro de Madrid. Súper WiFi,Justicia,Centro,Entire rental unit,Entire home/apt,2.0,165.0,0,
704225446065440821,148370274,2017-08-30,Cool and bright estudio in Madrid centre.,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,70.0,25,4.84
691693755756747134,434208714,2021-12-01,"Trafalgar 2BR, in the heart of Madrid",Justicia,Centro,Entire rental unit,Entire home/apt,1.0,101.0,0,
704930231109266876,222722144,2018-10-26,Luminoso y elegante apartamento en Justicia,Justicia,Centro,Entire rental unit,Entire home/apt,4.0,278.0,16,5.0
700506328928861604,434208714,2021-12-01,"Amazing Chueca 1BR, in the heart of Madrid",Justicia,Centro,Entire rental unit,Entire home/apt,1.0,91.0,0,
700518905193160882,434208714,2021-12-01,"Amazing Chueca 1BR, in the heart of Madrid",Justicia,Centro,Entire rental unit,Entire home/apt,1.0,100.0,1,4.0
705117145709627589,121724634,2017-03-20,Coqueto piso con balcón en Chueca,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,132.0,3,5.0
701234898990771974,5500409,2013-03-17,Hortaleza a special light,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,136.0,10,4.7
706365434977891681,434208714,2021-12-01,"Amazing Chueca 1BR, in the heart of Madrid",Justicia,Centro,Entire rental unit,Entire home/apt,1.0,143.0,0,
706411217884395217,36983676,2015-06-28,"Comfortable and cozy apartment Chueca, Madrid",Justicia,Centro,Entire rental unit,Entire home/apt,1.0,96.0,10,4.3
707073912721841330,377605855,2020-11-30,Mit House Malasaña Terrace en Madrid,Justicia,Centro,Entire rental unit,Entire home/apt,2.0,259.0,11,4.82
714965820644926754,389613586,2021-02-22,Apartment next to Gran Vía- Madrid Center,Justicia,Centro,Entire rental unit,Entire home/apt,1.0,106.0,20,4.65
715104147479801357,291253690,2019-09-03,Perfect Place. Beautiful flat Colón/CastellanaM.EN,Justicia,Centro,Entire rental unit,Entire home/apt,,65.0,16,4.56
715839345931317505,460749776,2022-05-24,Madrid Centro Gran Vía M (INF1D),Justicia,Centro,Entire rental unit,Entire home/apt,2.0,78.0,2,3.0
715839498267064702,460749776,2022-05-24,Gran Vía Madrid Centro M (INF2E),Justicia,Centro,Entire rental unit,Entire home/apt,2.0,78.0,15,4.27
715894007108928787,52030090,2015-12-22,New! High End Luxury @ The Best Location in Madrid,Justicia,Centro,Entire condo,Entire home/apt,1.0,229.0,2,4.0
709992306060080834,23473292,2014-11-08,"Sunny apartment, Chueca, Justicia ¡Two balconies!",Justicia,Centro,Entire rental unit,Entire home/apt,1.0,120.0,3,5.0
