listing_id,host_id,host_since,name,neighbourhood,district,property_type,room_type,bedrooms,price,number_of_reviews,review_scores_rating
6369,13660,2009-04-16,"Rooftop terrace room ,  ensuite bathroom",Hispanoamérica,Chamartín,Private room in rental unit,Private room,1.0,90.0,102,4.87
521329,2563986,2012-06-06,Nice&perfect location singel room,Hispanoamérica,Chamartín,Private room in rental unit,Private room,1.0,30.0,0,
544736,1284868,2011-10-13,SUNNY & EASY ACCESIBLE BEDROOM,Hispanoamérica,Chamartín,Private room in rental unit,Private room,1.0,26.0,64,4.81
5210987,2563986,2012-06-06,Single room in Castellana/Chamartin,Hispanoamérica,Chamartín,Private room in rental unit,Private room,1.0,30.0,0,
5583981,28953035,2015-03-08,Habitación muy luminosa y tranquila,Hispanoamérica,Chamartín,Private room in rental unit,Private room,1.0,30.0,29,4.86
5691640,28953035,2015-03-08,apartamento 3 habitaciones,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,3.0,100.0,17,4.47
6454937,1284868,2011-10-13,HERMOSA HABITACION  INDIVIDUAL,Hispanoamérica,Chamartín,Private room in rental unit,Private room,1.0,28.0,32,4.84
7977144,8815003,2013-09-13,Dormitorio cama doble en precioso piso,Hispanoamérica,Chamartín,Private room in rental unit,Private room,1.0,37.0,6,5.0
12339862,9194351,2013-10-02,Moderno apartamento zona BERNABEU,Hispanoamérica,Chamartín,Private room in rental unit,Private room,1.0,70.0,11,4.63
15292541,64042950,2016-03-22,Preciosa habitación con baño privado Zona Bernabéu,Hispanoamérica,Chamartín,Private room in rental unit,Private room,1.0,74.0,14,4.79
14997405,94575991,2016-09-11,Temporadas. Bernabeu. IFEMA. Jardines. Tu casa,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,3.0,150.0,59,4.95
15095630,5291754,2013-03-02,Habitación doble de lujo baño privado + sofacama,Hispanoamérica,Chamartín,Private room in rental unit,Private room,1.0,71.0,30,4.93
15095901,5291754,2013-03-02,"Moderna habitación doble con baño privado, lujo.",Hispanoamérica,Chamartín,Private room in floor,Private room,1.0,56.0,50,4.96
17267431,18760415,2014-07-23,Acogedor y luminoso apartamento ZONA BERNABEU,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,60.0,137,4.66
16907257,88431017,2016-08-07,REAL MADRID BERNABEU-Pº DE LA HABANA FOR 4 - 1 BR,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,74.0,322,4.66
16914890,12090537,2014-02-09,Apartment with spectacular views,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,2.0,141.0,107,4.56
17762660,88431017,2016-08-07,REAL MADRID BERNABEU- FOR 8 3 BEDR.,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,3.0,143.0,330,4.57
19679924,119507675,2017-03-06,Madrid - Hispanoamérica,Hispanoamérica,Chamartín,Private room in rental unit,Private room,1.0,100.0,1,0.0
19612960,19531394,2014-08-05,"Amplio, silencioso, limpio, moderno y nuevo.",Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,2.0,109.0,6,5.0
23084860,170537318,2018-01-29,Red Room,Hispanoamérica,Chamartín,Private room in rental unit,Private room,1.0,200.0,1,4.0
24323668,19847529,2014-08-11,Modern loft in the heart of Madrid,Hispanoamérica,Chamartín,Entire loft,Entire home/apt,,67.0,58,4.93
24743779,19531394,2014-08-05,"Impecable, nuevo, cómodo, junto al metro Colombia",Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,100.0,10,5.0
26285762,117004961,2017-02-18,Apartamento moderno cerca del Santiago Bernabéu,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,2.0,190.0,35,4.94
26946993,198434043,2018-06-27,Double Room with balcony -  Roisa Hostal Boutique,Hispanoamérica,Chamartín,Private room in hostel,Private room,1.0,163.0,2,4.0
27464980,198434043,2018-06-27,Junior Suite with Balcony - Roisa Hostal Boutique,Hispanoamérica,Chamartín,Private room in hostel,Private room,1.0,211.0,12,4.0
27318670,99063492,2016-10-10,Habitación 3,Hispanoamérica,Chamartín,Private room in home,Private room,1.0,79.0,1,5.0
27465016,198434043,2018-06-27,Double Room -  Roisa Hostal Boutique,Hispanoamérica,Chamartín,Private room in hostel,Private room,1.0,156.0,6,4.0
28212304,8815003,2013-09-13,Habitación individual en Madrid,Hispanoamérica,Chamartín,Private room in rental unit,Private room,1.0,27.0,21,4.71
28931449,39006749,2015-07-20,Precioso apartamento reformado en zona exclusiva,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,99.0,57,4.51
31672518,6673480,2013-05-31,"""Suite Lujan"" Studio with Incredible Views, Pool",Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,56.0,16,4.13
30857968,229589205,2018-12-07,Gran apartamento Madrid,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,2.0,85.0,91,4.74
32459352,243849993,2019-02-18,Bright and comfortable apartment in Madrid! 4 PAX,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,104.0,71,4.58
34376725,259536848,2019-05-03,Chalet Duplex - 3BD 2BT - Chamartin/Bernabeu,Hispanoamérica,Chamartín,Entire chalet,Entire home/apt,3.0,170.0,28,4.32
34640500,47468039,2015-10-26,Romantic apartment with balcony close to Bernabeu,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,114.0,38,4.84
34740835,139880310,2017-07-11,"2 BEDROOMS, 3 BEDS NEAR SANTIAGO BERNABEU",Hispanoamérica,Chamartín,Private room in home,Private room,2.0,500.0,0,
34999045,652495,2011-06-01,Como en casa,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,933.0,0,
35028455,154549952,2017-10-14,Habitación en Madrid con metro en la puerta,Hispanoamérica,Chamartín,Private room in rental unit,Private room,1.0,250.0,1,1.0
35177239,159403519,2017-11-20,Great room in Paseo de la Castellana,Hispanoamérica,Chamartín,Private room in rental unit,Private room,1.0,1100.0,0,
36158389,248646372,2019-03-13,Apartamento en zona óptima,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,,250.0,0,
37032872,28038703,2015-02-20,Magnific apartment for 2 ( PASEO DE LA HABANA II ),Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,105.0,10,4.5
38522907,170056589,2018-01-26,Madrid Luxury apartment for couples or executives,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,189.0,5,4.8
38197609,272399280,2019-06-30,Bigfoot Pax,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,79.0,81,4.9
39482427,206458395,2018-07-31,Paseo La Castellana y Bernabéu a 8 minutos,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,2.0,129.0,4,4.75
39547113,10121217,2013-11-19,Luxury House 15 min from City Center,Hispanoamérica,Chamartín,Entire home,Entire home/apt,3.0,310.0,0,
41445042,186132757,2018-04-24,Wonderful views near the BERNABEU,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,2.0,96.0,11,4.82
41612899,36717691,2015-06-25,Acogedor Apartamento Bernabéu-Habana.WIFI,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,63.0,18,5.0
43494115,2563986,2012-06-06,Habitación doble con vistas en zona de lujo,Hispanoamérica,Chamartín,Private room in rental unit,Private room,1.0,50.0,1,5.0
43523858,195967408,2018-06-16,Apartamento de una habitación nuevo y acogedor,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,70.0,0,
43380722,28038703,2015-02-20,Paseo de La Habana III,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,136.0,8,4.38
45500766,368237730,2020-09-19,Cozy apartment in the best neighborhood,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,107.0,21,4.57
45876153,371915661,2020-10-14,Plaza Rep. Ecuador: SÓLO FAMILIAS & parking GRATIS,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,2.0,146.0,91,4.55
47936837,369379555,2020-09-26,No,Hispanoamérica,Chamartín,Private room in rental unit,Private room,1.0,38.0,33,4.52
49239505,14918142,2014-04-30,Piso Bernabeu 3 habitaciones amueblado exterior,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,3.0,65.0,0,
50775788,220103569,2018-10-11,PRÍNCIPE DE VERGARA - CHAMARTÍN,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,2.0,121.0,20,4.85
51193898,66782942,2016-04-11,Apartamento UNICO en Paseo de la Habana.,Hispanoamérica,Chamartín,Entire condo,Entire home/apt,1.0,105.0,16,5.0
52764315,68839721,2016-04-25,Apartamento de diseño con piscina,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,180.0,1,5.0
53311651,431606123,2021-11-12,Encantador loft junto al Bernabéu,Hispanoamérica,Chamartín,Entire loft,Entire home/apt,1.0,141.0,60,4.92
53746355,435301863,2021-12-09,Precioso apartamento cerca del estadio S.Bernabeu.,Hispanoamérica,Chamartín,Entire condo,Entire home/apt,1.0,101.0,41,4.85
54070476,421615941,2021-09-04,No habitación,Hispanoamérica,Chamartín,Private room in rental unit,Private room,1.0,500.0,17,4.47
54142097,377605855,2020-11-30,Mit House Bernabeu Comfort en Madrid,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,,150.0,5,4.6
540538466062957296,160173328,2017-11-26,Apartamento top en Bernabéu,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,99.0,29,4.93
545512363350925351,160173328,2017-11-26,Cozy apartment en Bernabéu,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,106.0,15,4.8
563471458896451166,158792819,2017-11-15,The Luxury Apartment at Financial District.,Hispanoamérica,Chamartín,Entire condo,Entire home/apt,1.0,183.0,6,5.0
597483707072233966,8321213,2013-08-22,STYLE IN MADRID,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,2.0,102.0,12,4.67
599630361641218980,28038703,2015-02-20,Perfect place for 2 next to the Stadium of Real Madrid ( DOCTOR FLEMING I ),Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,123.0,7,4.29
614224535425008798,435301863,2021-12-09,Great studio near Bernabeu stadium,Hispanoamérica,Chamartín,Entire condo,Entire home/apt,1.0,101.0,34,4.97
622314750331790514,458048979,2022-05-08,"Excelente apartamento, totalmente equipado.",Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,65.0,7,4.86
620360527799736846,335517697,2020-02-12,"Bedroom-3 Digital Nomad, Remote Work & Tourism",Hispanoamérica,Chamartín,Private room in rental unit,Private room,1.0,50.0,4,4.0
643159031008234551,434208714,2021-12-01,"Bernabéu 2BR, in the heart of Madrid",Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,2.0,109.0,0,
649751886099576191,434208714,2021-12-01,"Chamartín 2br, nr Real Madrid Stadium",Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,2.0,138.0,1,5.0
650426976353050232,435301863,2021-12-09,Acogedor Estudio cerca del Estadio Bernabéu,Hispanoamérica,Chamartín,Entire condo,Entire home/apt,1.0,81.0,31,4.97
650628333320573386,46544285,2015-10-14,Ideal apartamento con terraza en Bernabeu,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,80.0,0,
656961109560177872,435301863,2021-12-09,Maravilloso apartamento cerca del E.Bernabeu,Hispanoamérica,Chamartín,Entire condo,Entire home/apt,1.0,94.0,16,4.94
660120184966543768,427073407,2021-10-12,Luminous fully furnished 1-bedroom in Chamartín,Hispanoamérica,Chamartín,Entire condo,Entire home/apt,1.0,73.0,30,4.83
662216164745485880,467261680,2022-07-02,Habitación acogedora centro-norte Madrid,Hispanoamérica,Chamartín,Private room in rental unit,Private room,1.0,40.0,3,4.33
669841811601635380,469188077,2022-07-13,"Bernabeu & Viso: Oasis con Patio, Precioso & Nuevo",Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,2.0,114.0,19,4.74
683740214992125500,471977881,2022-07-28,M010 Apartment in Herreros de Tejada,Hispanoamérica,Chamartín,Entire condo,Entire home/apt,1.0,65.0,0,
705026531129864485,433790291,2021-11-28,Piso con Buena Energía en zona Ajardinada,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,4.0,165.0,5,5.0
711416782830427090,433790291,2021-11-28,Piso con buena energía en Madrid,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,4.0,165.0,9,4.89
715848765183367935,15839179,2014-05-22,Charming basement in trendy neighborhood central M,Hispanoamérica,Chamartín,Private room in townhouse,Private room,1.0,65.0,0,
721565585953848819,457589368,2022-05-05,Spectacular apartment with views AA8,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,2.0,149.0,14,4.93
734618893918020677,471977881,2022-07-28,M126 Apartment in Paseo de la Habana,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,2.0,109.0,0,
728937087603921333,465671449,2022-06-23,Lovely loft Madrid (Bernabéu),Hispanoamérica,Chamartín,Entire loft,Entire home/apt,,64.0,33,4.67
729410212685364001,473533,2011-03-30,Precioso apartamento en Madrid,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,280.0,0,
737763345814562798,185845207,2018-04-23,Tu habitación fuera de casa en plena castellana.,Hispanoamérica,Chamartín,Private room in rental unit,Private room,1.0,50.0,31,4.65
751381840951526169,56130190,2016-01-25,Private Topfloor Impressive Unique Villa Chamartin,Hispanoamérica,Chamartín,Private room in villa,Private room,3.0,152.0,3,5.0
761547532155143210,483700139,2022-10-15,Atractivo apartamento en Hispanoamérica-Serrano,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,97.0,4,4.75
774658959165662198,14461983,2014-04-19,Maravilloso apartamento Bernabéu,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,221.0,0,
784861052642299647,481559529,2022-09-29,Habitación con baño privado en Bernabeu H4,Hispanoamérica,Chamartín,Private room in home,Private room,1.0,65.0,7,4.86
785390710686996496,450042738,2022-03-17,Acogedor apartamento - Estadio Santiago Bernabéu,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,76.0,0,
785557222404593353,438984240,2022-01-04,Apartamento hasta 4 personas,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,102.0,3,5.0
795428343626537539,435301863,2021-12-09,Encantador Apartamento cerca del Estadio del R.M,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,103.0,8,5.0
795495473700141817,126862707,2017-04-21,"Design loft, Walk to Serrano, el Viso & Bernabeu",Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,107.0,3,4.67
799096252325898678,494775913,2023-01-07,(14.5) Amplio apartamento de diseño,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,163.0,5,5.0
796257902883859829,460835407,2022-05-25,Chalet 6PAX Madrid M (AXIII83),Hispanoamérica,Chamartín,Entire chalet,Entire home/apt,2.0,87.0,1,4.0
811475529507400446,434208714,2021-12-01,"Chamartín 2br, nr Real Madrid Stadium",Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,3.0,148.0,0,
817168044261764470,434208714,2021-12-01,"Chamartín 2br, nr Real Madrid Stadium",Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,2.0,152.0,0,
826819799258025807,56130190,2016-01-25,Habitación luminosa panorámica Madrid,Hispanoamérica,Chamartín,Private room in home,Private room,1.0,50.0,0,
826832851219882665,56130190,2016-01-25,Habitación ático Villa Madrid,Hispanoamérica,Chamartín,Private room in home,Private room,1.0,50.0,0,
826840158936729924,56130190,2016-01-25,Planta privada Villa Madrid,Hispanoamérica,Chamartín,Private room in home,Private room,2.0,75.0,0,
832456561751560582,495825052,2023-01-13,Apartment 700m from the Bernabeu,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,114.0,2,5.0
839657559368675000,165625334,2018-01-03,Amplio apartamento Bernabeu,Hispanoamérica,Chamartín,Entire rental unit,Entire home/apt,1.0,496.0,0,
837060396229128030,481559529,2022-09-29,Habitación con baño privado,Hispanoamérica,Chamartín,Private room in home,Private room,1.0,65.0,0,
21853,83531,2010-02-21,Bright and airy room,Cármenes,Latina,Private room in rental unit,Private room,1.0,31.0,33,4.58
1547100,8231348,2013-08-18,Comfy room for 2 non smokers in cosy shared flat,Cármenes,Latina,Private room in rental unit,Private room,1.0,51.0,66,4.86
1854759,1364024,2011-11-02,Madrid Rio-Palacio Real Room Own WC,Cármenes,Latina,Private room in rental unit,Private room,1.0,36.0,44,4.93
4407551,22374109,2014-10-10,PO3 Matrimonial Room + WIFI2,Cármenes,Latina,Private room in rental unit,Private room,1.0,55.0,25,4.16
18359971,127081838,2017-04-22,"马德里温馨宁静大床三居公寓,您魅力的四季之家",Cármenes,Latina,Private room in rental unit,Private room,1.0,20.0,5,4.8
19417791,58299194,2016-02-11,"New flat , buiding very quite and cleaned. WIFI",Cármenes,Latina,Private room in rental unit,Private room,1.0,20.0,17,4.88
19495912,136874483,2017-06-25,Leo,Cármenes,Latina,Private room in home,Private room,1.0,100.0,1,0.0
19505053,84151361,2016-07-16,Gayfriendly House in Madrid Río Breakfast included,Cármenes,Latina,Private room in rental unit,Private room,1.0,45.0,4,5.0
19723041,58299194,2016-02-11,"Beautiful Flat , wifi",Cármenes,Latina,Private room in rental unit,Private room,1.0,19.0,27,4.67
19891220,4961228,2013-02-04,tu oasis cerca del centro,Cármenes,Latina,Private room in chalet,Private room,1.0,56.0,7,5.0
20065636,142605684,2017-07-26,Habitación para tu visita a Madrid,Cármenes,Latina,Private room in rental unit,Private room,1.0,21.0,100,4.81
21315315,605612,2011-05-19,"Habitación luminosa, VISTAS AL RIO",Cármenes,Latina,Private room in rental unit,Private room,1.0,39.0,60,4.85
23164061,14497214,2014-04-20,Leer descripción. Habitación/Piso en Madrid Rio.,Cármenes,Latina,Entire rental unit,Entire home/apt,1.0,64.0,47,4.67
22933569,169840087,2018-01-25,Cómodo apartamento de dos dormitorios con garaje,Cármenes,Latina,Entire rental unit,Entire home/apt,2.0,79.0,27,4.96
23949246,88589135,2016-08-07,Moderna y acogedora casa  3 plantas - WINDROSE 6,Cármenes,Latina,Entire home,Entire home/apt,1.0,176.0,32,4.77
26550694,199655612,2018-07-03,Home & Private Terrace | WiFi + Aircon,Cármenes,Latina,Entire rental unit,Entire home/apt,2.0,101.0,68,4.56
30343702,43178675,2015-09-02,Muy bien comunicado con el centro de Madrid,Cármenes,Latina,Entire rental unit,Entire home/apt,1.0,110.0,11,4.36
30180641,226387754,2018-11-18,Se Alquila Habitación cerca del centro de Madrid.,Cármenes,Latina,Private room in rental unit,Private room,1.0,25.0,14,4.79
34664022,261508672,2019-05-13,Your intimate and bright apartment | Madrid RIO,Cármenes,Latina,Entire home,Entire home/apt,2.0,97.0,86,4.66
34601798,5874660,2013-04-11,"Bright room, 20 min from downtown",Cármenes,Latina,Private room in rental unit,Private room,1.0,39.0,19,4.84
35087653,219701118,2018-10-09,alquiler de habitacion en madrid el dia 1 de julio,Cármenes,Latina,Private room in home,Private room,2.0,1000.0,0,
35055268,264065316,2019-05-25,Special room near the center of Madrid. Champions,Cármenes,Latina,Private room in rental unit,Private room,1.0,100.0,0,
35498659,16887269,2014-06-17,Apartamento muy acogedor en Madrid Río,Cármenes,Latina,Entire rental unit,Entire home/apt,2.0,115.0,0,
37311541,280880414,2019-07-31,como en casa y con 2 amigos nuevos fijo,Cármenes,Latina,Private room in condo,Private room,1.0,22.0,1,0.0
39793141,305897252,2019-11-01,Habitación cerca del centro de Madrid,Cármenes,Latina,Private room in rental unit,Private room,1.0,23.0,24,4.92
40699163,315892654,2019-12-09,Nice Individual room Madrid Rio - Center,Cármenes,Latina,Private room in rental unit,Private room,1.0,20.0,1,5.0
41685622,329050715,2020-01-19,Cozy Double Room in Madrid Rio / La Latina,Cármenes,Latina,Private room in rental unit,Private room,1.0,40.0,2,4.5
42162799,334640106,2020-02-09,ACOGEDOR PISO EN MADRID RIO,Cármenes,Latina,Entire rental unit,Entire home/apt,3.0,150.0,0,
44349856,278589432,2019-07-23,Habitación comoda con cama matrimonial.,Cármenes,Latina,Private room in condo,Private room,,13.0,0,
49217421,388068351,2021-02-10,"Junto a parques, muy luminoso, bicicletas y patin",Cármenes,Latina,Private room in rental unit,Private room,1.0,500.0,0,
49849833,402022332,2021-05-17,ALQUILER HABITACION,Cármenes,Latina,Private room in casa particular,Private room,1.0,300.0,0,
49965630,220066930,2018-10-11,ACOGEDORA HABITACION EN PISO BAJO(PUERTA DE ANGEL),Cármenes,Latina,Private room in rental unit,Private room,1.0,15.0,5,4.4
50717888,388068351,2021-02-10,"Piso muy luminoso junto al Rio, comercios y bus",Cármenes,Latina,Entire rental unit,Entire home/apt,3.0,500.0,0,
50946039,336778504,2020-02-17,Tranquilo piso duplex muy central,Cármenes,Latina,Private room in rental unit,Private room,1.0,36.0,78,4.69
51469533,409080777,2021-06-25,Amplia habitacion linea directa CENTRO Madrid,Cármenes,Latina,Private room in rental unit,Private room,1.0,13.0,0,
52403116,424162449,2021-09-22,Piso en Madrid río,Cármenes,Latina,Entire rental unit,Entire home/apt,2.0,93.0,1,5.0
53939117,220103569,2018-10-11,MADRID RÍO II- a estrenar ¡!,Cármenes,Latina,Entire condo,Entire home/apt,,76.0,36,4.69
53996660,353887371,2020-07-06,Precioso apartamento con patio,Cármenes,Latina,Private room in rental unit,Private room,1.0,55.0,0,
54293133,220103569,2018-10-11,MADRID RÍO I - a estrenar ¡!,Cármenes,Latina,Entire rental unit,Entire home/apt,1.0,71.0,26,4.73
54314796,415850718,2021-07-29,Habitación individual confortable -Madrid Centro,Cármenes,Latina,Private room in rental unit,Private room,1.0,27.0,34,4.97
565943158372064030,445858180,2022-02-19,Acogedora habitación individual con patio,Cármenes,Latina,Private room in rental unit,Private room,1.0,25.0,18,4.28
570330384298352407,146573782,2017-08-18,马德里空调大床房+外部独立卫生间 靠近地铁,Cármenes,Latina,Private room in rental unit,Private room,1.0,45.0,23,4.65
617465464153858012,99655848,2016-10-14,Apartamento 100% Reformado Zona Sur Madrid Centro,Cármenes,Latina,Entire rental unit,Entire home/apt,1.0,130.0,9,4.44
652645448249876424,145544150,2017-08-11,Proper house with garden next to the center 🏠,Cármenes,Latina,Private room in chalet,Private room,2.0,35.0,2,5.0
661463051516222254,402683004,2021-05-21,MADRID RÍO LUXURY APARTMENT,Cármenes,Latina,Entire rental unit,Entire home/apt,3.0,156.0,11,4.64
661476882819890244,52530675,2015-12-28,PISO DE TRES DORMITORIOS EN MADRID RÍO!,Cármenes,Latina,Entire rental unit,Entire home/apt,3.0,135.0,1,5.0
701183186886305369,17198012,2014-06-24,Precioso apartamento en Madrid,Cármenes,Latina,Entire rental unit,Entire home/apt,1.0,70.0,11,4.64
748239370340922507,26205011,2015-01-16,Habitación con terraza,Cármenes,Latina,Private room in rental unit,Private room,1.0,35.0,1,5.0
749279825436229226,485688509,2022-10-30,Habitación cerca del centro de Madrid.,Cármenes,Latina,Private room in rental unit,Private room,1.0,32.0,6,5.0
772961460806033852,489940802,2022-12-02,Magnifico Piso en Madrid,Cármenes,Latina,Entire rental unit,Entire home/apt,2.0,87.0,0,
807815135977821128,457913724,2022-05-07,Apartamento Happy Place Madrid,Cármenes,Latina,Entire rental unit,Entire home/apt,1.0,136.0,3,4.33
812303774956641191,126811796,2017-04-20,Limpio y barato,Cármenes,Latina,Private room in rental unit,Private room,1.0,100.0,1,5.0
818513567909988231,498840208,2023-01-31,Iza alquiler Habitación,Cármenes,Latina,Private room in rental unit,Private room,1.0,29.0,1,5.0
819224727176649328,402171026,2021-05-18,"Casa independiente, free parking",Cármenes,Latina,Entire home,Entire home/apt,3.0,88.0,10,4.9
838119760230702964,503343984,2023-03-01,Habitación privada en Madrid,Cármenes,Latina,Private room in rental unit,Private room,1.0,45.0,0,
839023068366611031,503676151,2023-03-03,Habitación en Puerta del Ángel,Cármenes,Latina,Private room in rental unit,Private room,2.0,26.0,0,
24805,346366726,2020-05-15,Gran Via Studio Madrid,Universidad,Centro,Entire rental unit,Entire home/apt,,92.0,26,4.73
40916,130907,2010-05-24,Holiday Apartment Madrid Center,Universidad,Centro,Entire rental unit,Entire home/apt,1.0,150.0,49,4.65
70073,353738,2011-01-19,Adorable Apartment Malasaña-Gran Via,Universidad,Centro,Entire rental unit,Entire home/apt,1.0,99.0,28,4.37
70310,353738,2011-01-19,"Heart of Malasaña Cozy, Quiet & Sunny Apartment",Universidad,Centro,Entire rental unit,Entire home/apt,1.0,69.0,26,4.28
93100,499977,2011-04-11,*** MALASAÑA B&B ***,Universidad,Centro,Private room in rental unit,Private room,1.0,30.0,764,4.5
780684,2057313,2012-04-02,"PEQUEÑA HABITACIÓN EN CENTRO, EN BARRIO MALASAÑA",Universidad,Centro,Private room in rental unit,Private room,1.0,27.0,14,4.64
780743,2057313,2012-04-02,habitacion en Malasaña plena centro de Madrid,Universidad,Centro,Private room in rental unit,Private room,1.0,37.0,16,4.13
531677,2613319,2012-06-12,Bright room in the Gran Via!!!!,Universidad,Centro,Private room in rental unit,Private room,1.0,40.0,580,4.9
170750,814490,2011-07-13,2-bedroom attic & rooftop terrace,Universidad,Centro,Entire rental unit,Entire home/apt,2.0,91.0,190,4.48
177523,596469,2011-05-17,Staycation Cozy studio Fuencarral - City center,Universidad,Centro,Entire rental unit,Entire home/apt,,109.0,28,4.56
815818,4286142,2012-11-30,MADRID CENTER CHUECA APARTMENT,Universidad,Centro,Entire rental unit,Entire home/apt,1.0,136.0,281,4.87
833871,4292037,2012-11-30,Beautiful apartment in the center,Universidad,Centro,Entire rental unit,Entire home/apt,1.0,68.0,218,4.53
205199,1008659,2011-08-23,Tafari Gran Via,Universidad,Centro,Entire condo,Entire home/apt,,82.0,306,4.93
578731,2847013,2012-07-06,"Centric, Quiet, Bright Apartment.",Universidad,Centro,Entire rental unit,Entire home/apt,2.0,106.0,382,4.72
219303,499977,2011-04-11,*** Malasaña B&B exterior***,Universidad,Centro,Private room in rental unit,Private room,3.0,28.0,245,4.49
851311,4424070,2012-12-17,Apartamento en Malasaña,Universidad,Centro,Entire rental unit,Entire home/apt,1.0,65.0,34,4.82
853804,4247556,2012-11-26,Lovely Apartment near Gran vía,Universidad,Centro,Entire rental unit,Entire home/apt,1.0,150.0,51,4.86
261878,1373873,2011-11-05,GREAT STUDIO! BEST REVIEWS! CENTRAL,Universidad,Centro,Entire loft,Entire home/apt,1.0,108.0,566,4.91
871387,4504807,2012-12-27,Designer Loft unbeatable location Gran Via,Universidad,Centro,Entire loft,Entire home/apt,1.0,83.0,236,4.71
280733,596469,2011-05-17,★City Center - Gran Via Apartment,Universidad,Centro,Entire serviced apartment,Entire home/apt,1.0,167.0,47,4.81
287660,1496188,2011-12-12,Beatiful downtown room with balcony,Universidad,Centro,Private room in rental unit,Private room,1.0,30.0,11,5.0
888289,4710774,2013-01-15,"Right in the City Center, with Screen Projector & Netflix",Universidad,Centro,Entire rental unit,Entire home/apt,1.0,204.0,398,4.87
891924,4738576,2013-01-17,Nice and cozy apartment. Malasaña.,Universidad,Centro,Entire rental unit,Entire home/apt,1.0,76.0,97,4.73
339144,1721158,2012-02-08,COZY APARTMENT MADRID MALASAÑA,Universidad,Centro,Entire rental unit,Entire home/apt,1.0,80.0,135,4.88
695909,3021792,2012-07-22,Madrid Central Modern Apartment,Universidad,Centro,Entire rental unit,Entire home/apt,3.0,139.0,215,4.63
913536,4903694,2013-01-30,Bedroom with bathroom in Malasaña,Universidad,Centro,Private room in rental unit,Private room,1.0,35.0,13,4.85
923140,1574604,2012-01-06,Penhouse with Lovely Terrace,Universidad,Centro,Entire rental unit,Entire home/apt,2.0,250.0,165,4.94
